display_label	pair_label	n_grid_cell	n_weak_gap_cell	fraction_grid_weak_gap	fraction_weak_gap_stable_high	fraction_weak_gap_stable_low	fraction_weak_gap_stable_intermediate	fraction_weak_gap_mixed	fraction_weak_gap_consensus_ge_0p9	fraction_weak_gap_any_endpoint_local_switch	fraction_weak_gap_majority_endpoint_local_switch	weak_gap_ploidy_spread_median	weak_gap_ploidy_spread_q90	weak_gap_ploidy_spread_max	weak_gap_local_jump_median	weak_gap_local_jump_q90	weak_gap_local_jump_max	fraction_weak_gap_local_jump_median_ge_1	model_context
C01	C01	12060	3274	0.271475953565506	0.577275503970678	0.0586438607208308	0.364080635308491	0	1	0.0910201588271228	0.0876603543066585	0.000696373033390207	0.00290555766610705	0.0930615578618568	0.0197313657003771	0.914217802954135	2.73056420228449	0.0916310323762981	in vivo
C02	C02	12060	3190	0.264510779436153	0.602507836990596	0.0636363636363636	0.332915360501567	0.000940438871473354	0.999059561128527	0.0905956112852665	0.0893416927899686	9.97753109788224e-05	0.00857299660976895	0.0617190382517878	0.0175176734873661	1.22481079988928	2.5887019202993	0.108150470219436	in vivo
C01	C01	12060	1525	0.126451077943615	0.975737704918033	0.0236065573770492	0	0.000655737704918033	0.999344262295082	0.0537704918032787	0.0537704918032787	8.62392063361028e-05	0.00011559195272941	3.99702510818566	0.109534504275038	0.12682505697321	4.17917570191597	0.0537704918032787	in vitro
C02	C02	12060	1525	0.126451077943615	0.976393442622951	0.0236065573770492	0	0	1	0.0537704918032787	0.0537704918032787	0.000101761957898461	0.000312036814553274	0.00954426053990143	0.109534565544059	0.126823241171708	4.1789767329209	0.0537704918032787	in vitro
