display_label	pair_label	n_grid_cell	n_weak_gap_cell	fraction_grid_weak_gap	fraction_weak_gap_stable_high	fraction_weak_gap_stable_low	fraction_weak_gap_stable_intermediate	fraction_weak_gap_mixed	fraction_weak_gap_consensus_ge_0p9	fraction_weak_gap_any_endpoint_local_switch	fraction_weak_gap_majority_endpoint_local_switch	weak_gap_ploidy_spread_median	weak_gap_ploidy_spread_q90	weak_gap_ploidy_spread_max	weak_gap_local_jump_median	weak_gap_local_jump_q90	weak_gap_local_jump_max	fraction_weak_gap_local_jump_median_ge_1
C01	C01Sc01	12060	3287	0.272553897180763	0.578034682080925	0.0587161545482203	0.363249163370855	0	1	0.0876178886522665	0.0867052023121387	3.48295124368292e-05	0.000732699419696648	0.0480668852869484	0.0189086381998389	0.890542176525871	2.75299034950506	0.0912686340127776
C02	C02Sc01	12060	2838	0.235323383084577	0.557787174066244	0.0701198026779422	0.372093023255814	0	1	0.0835095137420719	0.0817477096546864	0.00031741265760199	0.023666262204641	0.653329021333361	0.0291774935768112	1.14716883525573	2.23633728844505	0.113107822410148
C03	C03Sc02	12060	2118	0.175621890547264	0.135977337110482	0.174220963172805	0.689801699716714	0	1	0.0585457979225685	0.0486307837582625	0.00671832817661566	0.0107493401868038	0.142288212389989	0.00276383557474114	0.385200556141924	2.85335330118683	0.0439093484419263
